Date	beta1	beta2	beta3	beta4	lambda1	lambda2
2016-10-12 00:00:00.000	0.0233549163477344	-0.0228691681581417	41.3331770854313	-41.3686653914121	1.57189115828643	1.57267775252486
2016-10-11 00:00:00.000	0.0226992632928163	-0.0220870069537674	29.1089869977006	-29.1442754197778	1.58297825030298	1.5840903077595
2016-10-10 00:00:00.000	0.0228066269260789	-0.0220436372006772	45.9156528226155	-45.9507999245157	1.55770637274138	1.55840524236267
2016-10-07 00:00:00.000	0.0225103652818801	-0.0219089171313602	28.1643165891456	-28.2001329339232	1.56691727129856	1.5681003090679
2016-10-06 00:00:00.000	0.0220855984925867	-0.0217037865172113	29.1840446618384	-29.2203059023283	1.62226912077114	1.62347271787313
2016-10-05 00:00:00.000	0.0215364978518565	-0.0213599015038938	34.0398053532334	-34.0753036381394	1.65968943987759	1.66074778959021
2016-10-04 00:00:00.000	0.0211410036311252	-0.0208632322855944	27.3469431969746	-27.3824053771637	1.69782702474676	1.69919136488966
2016-10-03 00:00:00.000	0.0209021233005608	-0.0207723974072488	18.7121586000429	-18.7474808941244	1.7008919459628	1.70290522939887
2016-09-30 00:00:00.000	0.021418952077206	-0.0211311983260958	12.816738887996	-12.8522869332264	1.72304574775464	1.72606771456976
2016-09-29 00:00:00.000	0.0204138891530916	-0.0207815893938369	17.537648694132	-17.5718567311204	1.71402922757088	1.71612102509898
2016-09-28 00:00:00.000	0.0198988092730711	-0.0201597028614353	21.1377865963279	-21.1716601735085	1.72912617404184	1.73088437243227
2016-09-27 00:00:00.000	0.0196078787848204	-0.0197211273593219	13.9441828543131	-13.9775205164438	1.73048449000924	1.73310167408843
2016-09-26 00:00:00.000	0.020197747964045	-0.0204746022921711	18.2028765974957	-18.236483890131	1.72885753502727	1.7308751414572
2016-09-23 00:00:00.000	0.0206207894453889	-0.0208134275646811	27.3444295676283	-27.3783535437086	1.73913676490921	1.74049544735725
2016-09-22 00:00:00.000	0.0205643366754752	-0.0209357845986842	26.3270923514506	-26.3608685174722	1.7422551390463	1.74366763765858
2016-09-21 00:00:00.000	0.0220252961788415	-0.0223798654315555	30.0388386793564	-30.0743706742553	1.71675064141345	1.71801580310078
2016-09-20 00:00:00.000	0.0217836554811001	-0.0222465168598391	32.0015026705486	-32.0365542533899	1.71008965064775	1.7112669297764
2016-09-19 00:00:00.000	0.0222229667442674	-0.0225578201939328	42.6469992627165	-42.6821459565014	1.63497064789691	1.63583431692776
2016-09-16 00:00:00.000	0.0216940515001703	-0.0222516580691728	56.7402036122071	-56.7745820150007	1.59580103850737	1.5964412649842
2016-09-15 00:00:00.000	0.021859717136376	-0.0226004856734711	72.432554789988	-72.4663284836709	1.57305189134712	1.57354921489442
2016-09-14 00:00:00.000	0.0215187912167124	-0.0220979609012555	46.6358398650088	-46.668680565751	1.5719379734438	1.57270389944069
2016-09-13 00:00:00.000	0.0211277520022587	-0.0215915041117736	56.1178114850115	-56.1500285163329	1.53034934782216	1.53097961744084
2016-09-12 00:00:00.000	0.0207562730529442	-0.0213583530327532	67.3598066704556	-67.3918855785202	1.52961953193805	1.53014006259493
2016-09-09 00:00:00.000	0.0206315464235213	-0.0211300886666027	71.1772494893236	-71.2088221215735	1.53353881360787	1.53403076821557
2016-09-08 00:00:00.000	0.0192274923533093	-0.0198830371065842	107.24329989645	-107.273418770739	1.57227763053849	1.57260110898774
2016-09-07 00:00:00.000	0.0183791964942539	-0.0194324737574663	65.8125050594209	-65.8425171001783	1.5987851806049	1.59931863149681
2016-09-06 00:00:00.000	0.0185443941380464	-0.0189242836835348	74.5559518137158	-74.5866847857677	1.67193957813953	1.67238538200309
2016-09-05 00:00:00.000	0.0182417663313025	-0.0184418921785571	106.024243578473	-106.053528955031	1.62646776033458	1.62676214495266
2016-09-02 00:00:00.000	0.0185639947890036	-0.0187145677673635	79.3042264655288	-79.3336284334141	1.60561024567246	1.60600770149036
2016-09-01 00:00:00.000	0.0179883595970446	-0.0180919468093366	55.9454613027326	-55.9747283400495	1.64755076125287	1.6481289672263
2016-08-31 00:00:00.000	0.0179388010352932	-0.0179870031468694	62.5882763509143	-62.6170373423569	1.70192102128591	1.70247857333237
2016-08-30 00:00:00.000	0.0175431150142508	-0.0175520341525035	51.9778563104452	-52.005629228245	1.70057286687196	1.701219507459
2016-08-26 00:00:00.000	0.0174949572719454	-0.0176278507581996	53.0951670969617	-53.1232678443488	1.67649872269694	1.67712621866067
2016-08-25 00:00:00.000	0.0178095054060438	-0.0172788369248332	47.2307755784928	-47.2604456771394	1.68186603641831	1.68252370534633
2016-08-24 00:00:00.000	0.0178329592249219	-0.0171954574122135	48.3385830652231	-48.3686321443027	1.67199170793359	1.67263595603502
2016-08-23 00:00:00.000	0.0179398806924574	-0.01702762728634	47.5821269604732	-47.6132724956175	1.6953895298095	1.69604903751843
2016-08-22 00:00:00.000	0.0186949155198515	-0.0177078119316037	61.4419320892359	-61.474385611944	1.70197046614451	1.70250587433233
2016-08-19 00:00:00.000	0.0191112763454076	-0.0180269065485696	46.9120271898979	-46.9447784746924	1.66171011522233	1.66241914304185
2016-08-18 00:00:00.000	0.0186023211443412	-0.0174194027890657	29.4405628763872	-29.4730883416265	1.67426969693628	1.67543328438357
2016-08-17 00:00:00.000	0.0188909846699094	-0.017627778515665	31.4570669874745	-31.4902584868086	1.68717774211909	1.68829441148107
2016-08-16 00:00:00.000	0.0186586296070311	-0.0170716107819554	26.3248346083679	-26.3572908446264	1.67793562357465	1.67923553604791
2016-08-15 00:00:00.000	0.0182653405198482	-0.0169725695964364	32.2016290411149	-32.2342849938488	1.68407879871174	1.68516568915454
2016-08-12 00:00:00.000	0.0177199809870768	-0.0164659556040835	25.5859346811834	-25.6177595816113	1.71438127003243	1.71571218340181
2016-08-11 00:00:00.000	0.0173192894019252	-0.0157667257299771	22.1282686202251	-22.1594592165333	1.71556215251396	1.71701076576089
2016-08-10 00:00:00.000	0.0181699800224585	-0.0169902319987406	17.8325792163018	-17.8660417811881	1.70634559245156	1.70823757209957
2016-08-09 00:00:00.000	0.0197825241397447	-0.0190138050049796	25.2201083444626	-25.2563670359484	1.73885767751397	1.74033069682612
2016-08-08 00:00:00.000	0.0206103028059893	-0.0197474506858134	15.2387016447662	-15.2760645075351	1.72591216202087	1.72840315127227
2016-08-05 00:00:00.000	0.0209937756271002	-0.0200396999823255	11.9100999072947	-11.9470204826165	1.73930919629699	1.74244765894667
2016-08-04 00:00:00.000	0.0213083632228148	-0.020581429309864	13.2709027740616	-13.3084128536704	1.78482253215129	1.78771347269143
2016-08-03 00:00:00.000	0.0225104297715946	-0.0215863339770961	19.3974878074948	-19.4336755624021	1.72402197563943	1.72584666784958
2016-08-02 00:00:00.000	0.0228152727495559	-0.0218494919860581	13.4967409791895	-13.533060147953	1.74670526426374	1.7493594048505
2016-08-01 00:00:00.000	0.0225117639841456	-0.0216697161453633	12.750852565172	-12.7873095270556	1.82173769126198	1.82467565118215
2016-07-29 00:00:00.000	0.0221919519176361	-0.0219979974468447	15.2148277156131	-15.2514483649317	1.838189004812	1.84063334998201
2016-07-28 00:00:00.000	0.0229206851576364	-0.0225467294242419	20.0185847649574	-20.0562708625131	1.83190308547708	1.83384072584721
2016-07-27 00:00:00.000	0.0229893905090127	-0.0227669938293438	15.7549405601882	-15.7927051959432	1.79287748009301	1.79530973415408
2016-07-26 00:00:00.000	0.0239088501495572	-0.0234784762932498	11.5246487627045	-11.5628071600957	1.73159816694976	1.7348832405375
2016-07-25 00:00:00.000	0.0236766643493842	-0.0236637005162709	14.8077812624887	-14.8457720097334	1.72028354407326	1.72282281066158
2016-07-22 00:00:00.000	0.0238745199183178	-0.0238605834251223	15.9152726266549	-15.953357990028	1.73288070699883	1.7352787581669
2016-07-21 00:00:00.000	0.0242740487606847	-0.0240296711138532	20.5799616242995	-20.6177116490396	1.73487982871468	1.73674974086588
2016-07-20 00:00:00.000	0.0239415004796671	-0.0236465280999228	16.3209725687682	-16.3578885011558	1.75152118829771	1.75385110513473
2016-07-19 00:00:00.000	0.0234172395588524	-0.0230313449582775	16.0445104208821	-16.0807260347731	1.74553526627668	1.74790274661018
2016-07-18 00:00:00.000	0.0234094872092998	-0.0230877647319974	17.3185435269164	-17.3547660102461	1.73750445731976	1.73968640213152
2016-07-15 00:00:00.000	0.0235473264155685	-0.0232133031962381	13.7621089682353	-13.7985517813688	1.70278466027636	1.70551359340085
2016-07-14 00:00:00.000	0.0226289131910725	-0.0223866124865048	11.1320198583134	-11.167401623144	1.70362159440463	1.70687944846276
2016-07-13 00:00:00.000	0.0223981670267981	-0.0223238773361312	14.6343859735506	-14.6701152381815	1.74044959343542	1.74298688681536
2016-07-12 00:00:00.000	0.0230021788644222	-0.0224270655398266	15.2829535484023	-15.3184586218	1.74890297013623	1.75130882859673
2016-07-11 00:00:00.000	0.0225352651017742	-0.0220166487923525	21.0655422691556	-21.1012706977049	1.75253630410158	1.75433795681977
2016-07-08 00:00:00.000	0.0223418843092819	-0.0221655090713982	20.0875488084035	-20.1232888194036	1.70880932919454	1.71071245040587
2016-07-07 00:00:00.000	0.0226476468065763	-0.0223007921813272	12.0479630060893	-12.0840994942479	1.68037385165925	1.68351423703565
2016-07-06 00:00:00.000	0.0219388415500473	-0.0216564832530639	16.164923894977	-16.1998399250062	1.66518872587475	1.66743675773171
2016-07-05 00:00:00.000	0.0220820149101415	-0.0219248067025485	13.798977917929	-13.8346317134988	1.63686581680058	1.63947924084875
2016-07-04 00:00:00.000	0.0228006544144277	-0.0223929466493495	19.451046738292	-19.4873304077023	1.63181466815385	1.6336615094677
2016-07-01 00:00:00.000	0.0230508965519355	-0.022531358386283	18.8403726984469	-18.8768599901472	1.60850487186769	1.61041203242373
2016-06-30 00:00:00.000	0.0236571615753477	-0.0232313742204388	16.4180822487214	-16.4565994250031	1.55786062101436	1.5600452773146
2016-06-29 00:00:00.000	0.0238770123118723	-0.0228241772918669	18.1113748109988	-18.1493669782633	1.5645602280053	1.56651081910488
2016-06-28 00:00:00.000	0.0245087179325635	-0.0236087715645739	12.8503445456596	-12.889818845947	1.57167653639448	1.57452740691086
2016-06-27 00:00:00.000	0.0250051589847035	-0.0242297289607689	13.9258325856293	-13.9667775044178	1.57958844163455	1.5823305266633
2016-06-24 00:00:00.000	0.0258894786773162	-0.0244972518116104	16.9830246870288	-17.0222221528371	1.55492682748446	1.55703926808422
2016-06-23 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL
2016-06-22 00:00:00.000	0.0280729604300057	-0.0259221040306499	18.9103608514528	-18.9462673859354	1.59742750933064	1.59926903910353
2016-06-21 00:00:00.000	0.0279331430309698	-0.0257366423741891	25.5926234121211	-25.628439368856	1.63193810711148	1.63334593926948
2016-06-20 00:00:00.000	0.0277217160251687	-0.0254379790026807	22.0837483218023	-22.1202987351137	1.64303597701599	1.64469157522955
2016-06-17 00:00:00.000	0.0266843968827223	-0.0248130160417657	31.0006291473359	-31.037782337233	1.64399578648929	1.64518440619545
2016-06-16 00:00:00.000	0.0257467554860667	-0.0241582423943161	19.9515449666891	-19.988174831025	1.61039759923654	1.61217287740878
2016-06-15 00:00:00.000	0.025700683966013	-0.0241523509561214	20.0495662812182	-20.085837579156	1.60531401485654	1.60702883277421
2016-06-14 00:00:00.000	0.0262589645369639	-0.0245446537472455	16.1956500249235	-16.2327997599536	1.62164483533067	1.62384598318372
2016-06-13 00:00:00.000	0.0268138696276575	-0.0249283759247426	19.0683273688383	-19.1048132265285	1.6147599940825	1.61652760624963
2016-06-10 00:00:00.000	0.0269754086953932	-0.0250432288024656	19.8902407916759	-19.9265075774293	1.64605562117647	1.64773824526998
2016-06-09 00:00:00.000	0.0271093930525859	-0.0253611650662758	18.2321945272645	-18.2686894207225	1.62739249922942	1.6292224450828
2016-06-08 00:00:00.000	0.0274384765126952	-0.0258518035674259	17.2299965488008	-17.2668131164446	1.6276467491875	1.62961598444756
2016-06-07 00:00:00.000	0.0277543015334596	-0.0251354425600636	12.0512944512733	-12.0910820382633	1.62239135069194	1.62505952646729
2016-06-06 00:00:00.000	0.0276572665292952	-0.026685088934578	14.3058752591615	-14.3433009000991	1.50774663915501	1.51032297601784
2016-06-03 00:00:00.000	0.0273686190426517	-0.0264674152437327	14.5171047893102	-14.5540521626884	1.51019571416637	1.51265307310969
2016-06-02 00:00:00.000	0.0277509553581064	-0.0268679794851071	8.95173953154816	-8.98779079307166	1.49291732511668	1.49676560271051
2016-06-01 00:00:00.000	0.027788450156234	-0.0269161401557456	14.4935189345629	-14.5287222180231	1.48684126171692	1.48917371930674
2016-05-31 00:00:00.000	0.0283188986749409	-0.027563652025058	12.5173689564937	-12.5517953246014	1.49232583165337	1.49491453022438
2016-05-27 00:00:00.000	0.0287303463246299	-0.0279133157741503	18.4836414469395	-18.518126831979	1.51865842560523	1.52052666011349
2016-05-26 00:00:00.000	0.0287904253761642	-0.0279945443241924	12.1386028748199	-12.1737443120514	1.54433970943665	1.54722657120358
2016-05-25 00:00:00.000	0.0293708918758882	-0.0259311230795663	15.0408948521491	-15.0792647085866	1.73505134683767	1.73670092927899
2016-05-24 00:00:00.000	0.0298363059376645	-0.0264055358104783	12.0610097929374	-12.0999987305795	1.71957866853058	1.72172879919083
2016-05-23 00:00:00.000	0.0299491372159337	-0.0265201345594387	20.0667722426817	-20.1073444589172	1.69762056617716	1.69896291612297
2016-05-20 00:00:00.000	0.0300741400352022	-0.0266348013241322	20.0990885249955	-20.1400659134119	1.69283445780088	1.69420107923896
2016-05-19 00:00:00.000	0.0299049740985777	-0.0264823305765291	17.7721671909176	-17.813652948271	1.69650217096044	1.69808617994912
2016-05-18 00:00:00.000	0.0300765800391774	-0.0266379794357921	15.2455525562282	-15.2876020060242	1.6890127038894	1.69090372346398
2016-05-17 00:00:00.000	0.0293276715878177	-0.0258928039762933	18.3951917413022	-18.4378961807251	1.69242650610511	1.6939956051113
2016-05-16 00:00:00.000	0.0295133696940798	-0.0260822724265403	15.7942089687895	-15.8368595080576	1.67401050490666	1.67583217712425
2016-05-13 00:00:00.000	0.0294866197144252	-0.026085090840363	27.5664694057972	-27.6095576002864	1.68724548118586	1.68830219036183
2016-05-12 00:00:00.000	0.0298221950003643	-0.026557466357092	38.0932828682604	-38.1362835240307	1.67945335052745	1.68021972614636
2016-05-11 00:00:00.000	0.0296199508006208	-0.0263540053161839	36.0301137357063	-36.0733592912637	1.65415061575828	1.6549728903507
2016-05-10 00:00:00.000	0.0296368823440453	-0.0264109007700369	37.1577576625498	-37.2011926970399	1.63378656635818	1.63459067452518
2016-05-09 00:00:00.000	0.0297146439163745	-0.0265199347709453	43.9904610762623	-44.0335460090702	1.62789087892658	1.62857592496988
2016-05-06 00:00:00.000	0.0294619683407649	-0.0262858857096841	48.4639029112852	-48.5061415056115	1.62512500787986	1.62573493247397
2016-05-05 00:00:00.000	0.0297651791520631	-0.0266316766485633	25.7005679305882	-25.7424602597834	1.59098801195506	1.59211762680988
2016-05-04 00:00:00.000	0.029889682291677	-0.0267509588221731	20.0889433653207	-20.1302761779597	1.55230714203814	1.55372626324074
2016-05-03 00:00:00.000	0.0295968392018121	-0.0264933966741105	16.2880337781975	-16.3282328866401	1.55540627443739	1.55713546530765
2016-04-29 00:00:00.000	0.0304420851483506	-0.0273941864753639	24.3829623802218	-24.4232259069164	1.54099380828102	1.54216443941335
2016-04-28 00:00:00.000	0.0306611826596454	-0.0276660129004546	24.2873965874997	-24.327727255989	1.55910952922369	1.56031513835145
2016-04-27 00:00:00.000	0.0308350677190186	-0.0276547293975769	18.316815779958	-18.3574045758378	1.54797651860906	1.54954435139604
2016-04-26 00:00:00.000	0.0311816424161344	-0.028001138500748	18.1007968744306	-18.1417775181627	1.51714095078174	1.5187392835857
2016-04-25 00:00:00.000	0.0304429616804266	-0.0272543109595382	10.8552605093464	-10.8964370389726	1.50722034860401	1.50988509198382
2016-04-22 00:00:00.000	0.0306113952542	-0.0274581622900775	12.2273560893685	-12.2693290101552	1.50886128208045	1.51126254915936
2016-04-21 00:00:00.000	0.0305120313673325	-0.0273862628972614	16.9516563327725	-16.9936252655595	1.51922096025124	1.52097823845385
2016-04-20 00:00:00.000	0.0298964881430591	-0.0268094952906854	20.1451507272327	-20.1875691772071	1.58043562751705	1.58199880533442
2016-04-19 00:00:00.000	0.0305797068691106	-0.0274792114191652	16.5695693461733	-16.6122088099522	1.5705349513024	1.57245241266417
2016-04-18 00:00:00.000	0.0304661316533951	-0.027311537547919	16.2926278622623	-16.3356744915231	1.60160751498895	1.60362892723138
2016-04-15 00:00:00.000	0.0298180050968916	-0.0266987547678815	12.0664656901139	-12.1094555069	1.61270228017092	1.61543343611243
2016-04-14 00:00:00.000	0.0299807923039424	-0.0269055376133843	19.2835361870532	-19.3263535715845	1.59694773756035	1.59864702329463
2016-04-13 00:00:00.000	0.0300005619239798	-0.026915021382937	19.3401318578092	-19.3832285442226	1.61038498338965	1.61209675169558
2016-04-12 00:00:00.000	0.0305853698193046	-0.0275806261441289	17.0627417486331	-17.1065276304834	1.627535525276	1.62954603529949
2016-04-11 00:00:00.000	0.0301946466167446	-0.0271646190539669	23.4311799143216	-23.4755962248935	1.62892015286809	1.63041514165608
2016-04-08 00:00:00.000	0.0297235547164563	-0.0267430612852785	32.2475468975361	-32.2917130295095	1.63376413968488	1.63482522416291
2016-04-07 00:00:00.000	0.0291584655947581	-0.0263039384936116	37.8011467925311	-37.844986068906	1.6477523851368	1.6486363024479
2016-04-06 00:00:00.000	0.0296025287549651	-0.0267113743372165	45.2327103894989	-45.2760258747287	1.64430211478447	1.64501648902628
2016-04-05 00:00:00.000	0.0297323241227524	-0.0268791259248875	42.1382218177088	-42.1812628433616	1.67954843520075	1.68033655497257
2016-04-04 00:00:00.000	0.0299222562280626	-0.0271229250904153	38.2654228326374	-38.3078165978315	1.64997060571819	1.65080378706985
2016-04-01 00:00:00.000	0.0300777398491589	-0.0273306695026111	40.5108686055549	-40.553216375083	1.65528212167488	1.65608151166711
2016-03-31 00:00:00.000	0.0298327715996526	-0.0271381681237212	66.1421606041475	-66.1838346544156	1.66318410954144	1.66367796523955
2016-03-30 00:00:00.000	0.0305606745268746	-0.027883322471469	87.0832685171499	-87.1244631271398	1.697409716819	1.69779561405375
2016-03-29 00:00:00.000	0.03031640746235	-0.0277556124368933	85.9347352091136	-85.9758280802019	1.71563857876983	1.71603578123361
2016-03-24 00:00:00.000	0.0303279219530192	-0.0275447548390063	59.3834886277575	-59.4244026386396	1.67024046459749	1.67079709642165
2016-03-23 00:00:00.000	0.0298356376638226	-0.0271447732804817	56.1915450704334	-56.2325061879541	1.64501567586336	1.64558278416981
2016-03-22 00:00:00.000	0.0300459274867152	-0.0273085307766408	50.315220233148	-50.3564052113194	1.63991836711403	1.64057504106933
2016-03-21 00:00:00.000	0.0300399677932751	-0.0272755061797116	46.5775795197445	-46.618340499661	1.61933512446252	1.62003811897997
2016-03-18 00:00:00.000	0.0297154118751428	-0.0269949823869615	55.1607193877019	-55.2012516434071	1.6105834405151	1.61117251642537
2016-03-17 00:00:00.000	0.0297411840021793	-0.0272611909075977	52.0340763163155	-52.074312970601	1.62016141814396	1.62079074711388
2016-03-16 00:00:00.000	0.0298757021614006	-0.0274246383062175	36.6244927291235	-36.6637314357332	1.58867748659124	1.58952466248279
2016-03-15 00:00:00.000	0.0295559445273119	-0.0270639671543271	28.8522745359841	-28.8905969773663	1.56413944020621	1.56517617094504
2016-03-14 00:00:00.000	0.0294486749251823	-0.0269792565328988	28.411677395898	-28.4488059907023	1.57455457312534	1.575557140901
2016-03-11 00:00:00.000	0.0299753092697614	-0.0275096735937042	39.6174989142904	-39.6550244247446	1.57562385070457	1.57636362397272
2016-03-10 00:00:00.000	0.0297314553288389	-0.0271708124120164	56.4291444908422	-56.4678596069701	1.57893947224832	1.57947465190867
2016-03-09 00:00:00.000	0.0298948993583777	-0.0275695068413104	36.5754131130429	-36.6159965070809	1.61136243082249	1.61224363181464
2016-03-08 00:00:00.000	0.0292225537982863	-0.0270165068064975	20.5673252380826	-20.6082044030087	1.65584148998614	1.65749972816696
2016-03-07 00:00:00.000	0.0308053195855384	-0.0284194045317016	28.2652699652974	-28.3077159680672	1.65164465756929	1.65286842301516
2016-03-04 00:00:00.000	0.030486958071112	-0.0296275612243829	37.8936107250127	-37.9333081198357	1.53551177911729	1.53655964332031
2016-03-03 00:00:00.000	0.030207407326365	-0.0294265825592717	27.6664388250103	-27.7061279182785	1.5666798069758	1.56811101142421
2016-03-02 00:00:00.000	0.0307984916782261	-0.0300335998497013	27.0430392138822	-27.08377575503	1.58057801863936	1.58208986190732
2016-03-01 00:00:00.000	0.0309239734104104	-0.0301546343395952	25.5602228659099	-25.6024207153476	1.65078365704236	1.6524794645483
2016-02-29 00:00:00.000	0.0308096831289146	-0.0301379559978158	23.1568077670896	-23.1998362260486	1.70020801356983	1.70210140698232
2016-02-26 00:00:00.000	0.0313491726170393	-0.0306960284339664	19.9343292234407	-19.9766839070202	1.68852848309565	1.69064528319426
2016-02-25 00:00:00.000	0.0311670263790453	-0.0305630861703506	19.3472459090102	-19.3896872873803	1.7364894444624	1.73865697975825
2016-02-24 00:00:00.000	0.030666492488577	-0.0281330308601163	20.8734512358911	-20.917634358045	1.84265120329049	1.84424181502308
2016-02-23 00:00:00.000	0.0307280669749203	-0.0282533130521746	21.0786426209228	-21.1214187611591	1.79919991449613	1.80064422425596
2016-02-22 00:00:00.000	0.0305451050624244	-0.0281186196544965	17.9145785677762	-17.9565985822906	1.84511290181756	1.84681342142162
2016-02-19 00:00:00.000	0.0304909683386025	-0.0280260103895717	18.5485237451784	-18.5902957930046	1.83589943097687	1.83755361688391
2016-02-18 00:00:00.000	0.0306830716737939	-0.0283031152097308	25.4368637593739	-25.4782231944922	1.82359157991815	1.82476518168011
2016-02-17 00:00:00.000	0.0307078559619449	-0.0283614835411057	15.4771959465533	-15.5178683528376	1.79260004570597	1.79445340737789
2016-02-16 00:00:00.000	0.0301788892456536	-0.0278898954956488	12.4705015519211	-12.5107047275061	1.83991621093133	1.84222187901924
2016-02-15 00:00:00.000	0.0300471592240364	-0.0277681140787796	11.5770369265461	-11.6165725054468	1.8343901840864	1.8369229920196
2016-02-12 00:00:00.000	0.0298035772253519	-0.0274563549024017	14.3288712811097	-14.368406914956	1.82746855766474	1.82958063826357
2016-02-11 00:00:00.000	0.0290311369443576	-0.0269305302526667	10.8107576218232	-10.852274646664	1.85305699179966	1.85595528455339
2016-02-10 00:00:00.000	0.0298049296714156	-0.0277988263035626	15.0123095913039	-15.0514648493015	1.81094488431822	1.81286396759051
2016-02-09 00:00:00.000	0.0296711454098861	-0.0277300073246836	12.350365735247	-12.3901242804269	1.78960356441671	1.79191049836125
2016-02-08 00:00:00.000	0.0294366204647248	-0.0275505170656186	8.72515057638426	-8.76503949461566	1.77931422084221	1.78248004470405
2016-02-05 00:00:00.000	0.0305213672619289	-0.0286683539278657	8.97050003913199	-9.00887714392174	1.71852328820832	1.72138179256525
2016-02-04 00:00:00.000	0.0303725230890401	-0.0286299531170787	9.49625203511597	-9.53463573235502	1.69663396097144	1.6993160147141
2016-02-03 00:00:00.000	0.0299908700091237	-0.0282814366025388	10.2879607903011	-10.325714270582	1.76339705193378	1.76585964905077
2016-02-02 00:00:00.000	0.0303556730767048	-0.0285350892038562	14.6988664063026	-14.7360057183649	1.77820753075135	1.77986382041641
2016-02-01 00:00:00.000	0.0306815478327002	-0.0289469036361359	10.5947810447891	-10.6309998271332	1.73641310562375	1.73855782824697
2016-01-29 00:00:00.000	0.0299845732990993	-0.0285237184993112	10.1882467918112	-10.2248652314687	1.73399029892958	1.73617429481596
2016-01-28 00:00:00.000	0.0304458295151675	-0.0291358967469063	12.0600222519035	-12.0939773863319	1.74230338570723	1.74396686489217
2016-01-27 00:00:00.000	0.0305629827872289	-0.0292901911026871	7.0793562643844	-7.11269101577491	1.74253429446253	1.74524143535246
2016-01-26 00:00:00.000	0.0307030241930197	-0.0294731082589885	7.88869628952426	-7.92202961370249	1.7488184042849	1.75133468203955
2016-01-25 00:00:00.000	0.030931627997373	-0.0296499068170736	8.74816012460575	-8.78185826048799	1.77899424199949	1.78130239698569
2016-01-22 00:00:00.000	0.0314316447295528	-0.0301506950204282	12.20146179829	-12.2348947685731	1.79393370023408	1.79564499502945
2016-01-21 00:00:00.000	0.0313740347569555	-0.0299979204423439	18.7956902584825	-18.8300400059214	1.80312656578124	1.8043410921125
2016-01-20 00:00:00.000	0.0310947657959186	-0.0295476851030255	20.8917371632968	-20.9268544540572	1.81559975655456	1.81675200595254
2016-01-19 00:00:00.000	0.0317969331501193	-0.0301444743834793	16.7068413753982	-16.7424407504892	1.74726075209261	1.74871632412129
2016-01-18 00:00:00.000	0.0316668613489291	-0.0300183832898796	11.9933976146856	-12.0296829218586	1.7328381066406	1.73491463460787
2016-01-15 00:00:00.000	0.031395409146812	-0.0298686834786092	15.1686777311728	-15.2051285326067	1.75275944716899	1.75441921947069
2016-01-14 00:00:00.000	0.0317380164997634	-0.0304021984662196	20.7681355106666	-20.8026050801599	1.73634688934427	1.73750272340393
2016-01-13 00:00:00.000	0.0317333583112549	-0.030844632299179	24.6387901286737	-24.6720736781755	1.74373619573081	1.74469027990068
2016-01-12 00:00:00.000	0.0318760467016262	-0.0311704272852349	34.207155542541	-34.2394487277547	1.78096954695656	1.78164461569682
